100	0.18489999999999998
125	0.19712
150	0.20793333333333333
175	0.214
200	0.22375
225	0.22560000000000002
250	0.22044
275	0.23498181818181815
300	0.22523333333333334
325	0.2198769230769231
350	0.2182857142857143
375	0.21501333333333336
400	0.2157
425	0.2104
450	0.20415555555555556
475	0.20726315789473684
500	0.2075
525	0.2028
550	0.20512727272727274
575	0.20514782608695653
600	0.20423333333333332
625	0.202416
650	0.2029230769230769
675	0.20232592592592596
700	0.20441428571428574
725	0.20691034482758622
750	0.20433333333333334
775	0.20758709677419354
800	0.2084
825	0.20943030303030302
850	0.21462352941176469
875	0.21328
900	0.2165777777777778
925	0.21875675675675677
950	0.22391578947368418
975	0.22399999999999998
1000	0.22593
