gen,gensd,train,trainsd,m1,m1sd,m2,m2sd,P,D,N,eps,gamma,T,zeta,solver,lingen,lingensd,quadgen,quadgensd,a
0.41414997,0.04965911,0.40023333,0.045303925999999994,0.09236939999999999,0.07658087,0.0004990735,0.014433524,400,30,3,0.0,1.0,300,0.0001,auto,0.06674166,0.016111199,0.3649,0.027717892,1.0
0.38283327,0.047674824000000005,0.36793333,0.042517886,0.15289313,0.09431410000000001,0.0008075452000000001,0.019761413000000002,400,30,5,0.0,1.0,300,0.0001,auto,0.06513332599999999,0.014799456,0.36227497,0.03012632,1.0
0.3714083,0.046964925,0.354775,0.0437737,0.18431229999999998,0.10183292599999999,0.0007493125,0.020956893,400,30,6,0.0,1.0,300,0.0001,auto,0.065799996,0.015969554,0.3611917,0.028669392999999998,1.0
0.3566,0.050455242000000004,0.341,0.044849284,0.22131708,0.112676725,9.656425e-05,0.022683647999999997,400,30,7,0.0,1.0,300,0.0001,auto,0.065,0.015367715,0.36114168,0.029752605,1.0
0.32960832,0.043427534000000004,0.3108,0.04234808,0.29927638,0.11788708,-0.0022347472,0.029837107,400,30,10,0.0,1.0,300,0.0001,auto,0.06518333,0.015124749,0.36221668,0.029054597,1.0
0.31065002,0.04650441,0.28809166,0.04290304,0.35834393,0.12810683,0.0001910912,0.033302676,400,30,12,0.0,1.0,300,0.0001,auto,0.06485833,0.015227467,0.3619167,0.0290659,1.0
0.28063333,0.041373987,0.25658333,0.041064907000000005,0.45390347,0.12930793,0.00039805524,0.038723655,400,30,15,0.0,1.0,300,0.0001,auto,0.06398333,0.014814398999999999,0.35960835,0.0298481,1.0
0.2481,0.04594941,0.22031665,0.041063767,0.5565101,0.13682924,-0.0019650655,0.04672537400000001,400,30,19,0.0,1.0,300,0.0001,auto,0.065225,0.016438378,0.36136672,0.029863,1.0
0.20751666,0.037646372000000004,0.17399167,0.03603245,0.7030485,0.13678658,0.0062608253,0.054507703,400,30,25,0.0,1.0,300,0.0001,auto,0.06590833,0.01590558,0.36283335,0.031177137,1.0
0.17154168,0.03361638,0.13184166,0.030797792999999997,0.8184626,0.12272999400000001,0.0016181117000000002,0.058402732,400,30,31,0.0,1.0,300,0.0001,auto,0.065725,0.01509261,0.36555833,0.026979173,1.0
0.14368333,0.025838757,0.09763333,0.022513487999999998,0.9049126000000001,0.13061316,0.0028335035,0.067934856,400,30,39,0.0,1.0,300,0.0001,auto,0.06594167,0.015172918,0.3637,0.029418277000000003,1.0
0.12393332,0.019160172,0.0692,0.015099172,0.9527100000000001,0.13678549,-0.0005012883999999999,0.05949797,400,30,50,0.0,1.0,300,0.0001,auto,0.06575833,0.01581626,0.36214164,0.028833156000000002,1.0
0.123050004,0.021117467,0.055049997,0.011937231000000001,0.9959428,0.1329038,0.0008233863000000001,0.063870385,400,30,63,0.0,1.0,300,0.0001,auto,0.06570833,0.015511365,0.36480835,0.030831276,1.0
