gen,gensd,train,trainsd,m1,m1sd,m2,m2sd,P,D,N,eps,gamma,T,zeta,solver,lingen,lingensd,quadgen,quadgensd,a
0.22610001,0.030179296,0.0,0.0,1.0914471000000001,0.17600408,0.0038188668,0.14959715,200,30,501,0.0,1.0,200,0.0001,auto,0.094,0.022594247,0.332425,0.034507167000000005,1.0
0.20912498,0.0335985,0.0,0.0,1.0728826999999999,0.17341912,0.0075510335,0.13361627,200,30,630,0.0,1.0,200,0.0001,auto,0.095924996,0.022288323999999998,0.336925,0.03476592,1.0
0.20242499,0.030166112000000002,0.0,0.0,1.0770437,0.15877354,-0.015225345,0.12816328,200,30,794,0.0,1.0,200,0.0001,auto,0.09622499,0.025575856,0.33677498,0.035944045,1.0
0.19624998,0.031059418,0.0,0.0,1.0754665,0.15898177,-0.011411948,0.11200824,200,30,999,0.0,1.0,200,0.0001,auto,0.09565,0.023702902999999997,0.339775,0.034850742999999997,1.0
0.1808,0.03305843,0.0,0.0,1.0841374,0.15774453,-0.0008025396000000001,0.11613643,200,30,1258,0.0,1.0,200,0.0001,auto,0.093449995,0.022811126,0.33035,0.033710199999999996,1.0
0.18259998,0.028943736,0.0,0.0,1.0628148000000002,0.16040976,-6.358907e-05,0.10609518,200,30,1584,0.0,1.0,200,0.0001,auto,0.092475,0.024428455,0.33525,0.035403922000000004,1.0
0.17849998,0.032175302999999995,0.0,0.0,1.1076663,0.1608074,0.0028877906,0.10965194,200,30,1995,0.0,1.0,200,0.0001,auto,0.095075,0.026165232000000004,0.331875,0.034414526,1.0
0.17795,0.028697517000000002,0.0,0.0,1.0869948,0.16114389999999998,0.0048843147,0.10067364,200,30,2511,0.0,1.0,200,0.0001,auto,0.095,0.024320772,0.33852497,0.03556964,1.0
0.17030002,0.03258696,0.0,0.0,1.0925105,0.15925874,-0.008270681,0.10322637,200,30,3162,0.0,1.0,100,0.0001,auto,0.0951,0.023259192999999997,0.3356,0.03788324,1.0
0.17314999,0.027799772,0.0,0.0,1.0824833999999999,0.13968426,0.006925681600000001,0.09432248,200,30,3981,0.0,1.0,100,0.0001,auto,0.092700005,0.025420662000000004,0.3368,0.040326916000000004,1.0
0.1666,0.029638487999999998,0.0,0.0,1.0734506000000001,0.14639236,0.008444438,0.092406265,200,30,5011,0.0,1.0,100,0.0001,auto,0.09535,0.025605226000000002,0.33095002,0.033065807,1.0
0.1693,0.029841414,0.0,0.0,1.0564601,0.15258454,0.0058639682999999995,0.09251008,200,30,6309,0.0,1.0,100,0.0001,auto,0.09455000599999999,0.022870231,0.33019996,0.031200321,1.0
0.16490002,0.026608082,0.0,0.0,1.0549778,0.15653786,-0.0013988024,0.09305265,200,30,7943,0.0,1.0,100,0.0001,auto,0.09559999400000001,0.021912097999999998,0.3341,0.03698905,1.0
0.16595002,0.03025471,0.0,0.0,1.09196,0.12738782,0.004790212,0.099833906,200,30,10000,0.0,1.0,100,0.0001,auto,0.09504999,0.024469316,0.33225,0.036078908,1.0
0.16575001,0.02766202,0.0,0.0,1.0746163,0.14544667,0.007790046,0.087187394,200,30,12589,0.0,1.0,100,0.0001,auto,0.0967,0.024781242000000002,0.3399,0.03238039,1.0
0.16720001,0.026779842999999998,0.0,0.0,1.0830868,0.13625315,0.0071948827,0.091852345,200,30,15848,0.0,1.0,100,0.0001,auto,0.0975,0.024530593,0.33560002,0.032994546,1.0
0.16425002,0.029498938,0.0,0.0,1.0790772,0.15116857,-0.0036473714,0.091590345,200,30,19952,0.0,1.0,100,0.0001,auto,0.09815001,0.02617876,0.3389,0.035767164,1.0
0.16360001,0.031812575,0.0,0.0,1.0523697,0.17378712,0.013057599,0.10133109,200,30,25118,0.0,1.0,100,0.0001,auto,0.09375,0.025829973,0.33165002,0.036442116000000004,1.0
0.16630001,0.030013498,0.0,0.0,1.0570916000000001,0.1520424,-0.0032749942,0.08536137,200,30,31622,0.0,1.0,100,0.0001,auto,0.0935,0.023953078,0.33205003,0.040006846,1.0
0.16525002,0.030898016,0.0,0.0,1.0899694,0.14744818,-0.009579842,0.095082335,200,30,39810,0.0,1.0,100,0.0001,auto,0.09285,0.02126329,0.3367,0.03685933,1.0
0.16745001,0.03095557,0.0,0.0,1.0930452,0.18693726,-0.00052655226,0.09353188400000001,200,30,50118,0.0,1.0,100,0.0001,auto,0.09485,0.026395597000000003,0.32935002,0.03699767,1.0
0.1697,0.029118896000000002,0.0,0.0,1.0888517,0.16868517,-0.0069559477,0.095913395,200,30,63095,0.0,1.0,100,0.0001,auto,0.09655001,0.023892416,0.33769998,0.028499299999999998,1.0
0.16494998,0.026043186,0.0,0.0,1.0866482,0.13886069,0.0021427048,0.09050744,200,30,79432,0.0,1.0,100,0.0001,auto,0.09729999,0.023816172000000004,0.3307,0.033361804,1.0
0.16995,0.03155547,0.0,0.0,1.0562811,0.17468198,-0.00077689573,0.090228386,200,30,100000,0.0,1.0,100,0.0001,auto,0.09650001,0.025490195,0.33589995,0.03594009,1.0
0.16829997,0.027858749,0.0,0.0,1.0675828,0.15920565,0.0014985041,0.10006345,200,30,125892,0.0,1.0,100,0.0001,auto,0.0959,0.022620564,0.33445,0.03707354,1.0
0.1674,0.028978266000000003,0.0,0.0,1.0830336,0.16097558,0.023219742,0.102661036,200,30,158489,0.0,1.0,100,0.0001,auto,0.09065001,0.024234843,0.33925003,0.035280127,1.0
0.16925,0.03550616,0.0,0.0,1.1127163,0.14217956,-0.0051563177,0.09284181,200,30,199526,0.0,1.0,100,0.0001,auto,0.09504999,0.027499955,0.33315003,0.034261167,1.0
